Bedrooms,Bathrooms,Area_sqft,Location_Score,Age_years,Price
3,2,3535,6,48,818360
2,1,1402,1,29,341226
3,1,845,1,25,294051
3,3,2913,3,29,711033
5,1,1448,2,9,521495
3,2,2890,1,11,668373
3,1,2625,1,32,565024
4,1,2293,6,33,679623
2,1,3971,7,17,832011
4,3,1950,8,38,712580
4,1,1129,3,15,435437
1,2,2218,1,44,427326
4,2,1446,5,3,582288
5,2,3651,8,9,998757
5,2,2989,4,27,810732
1,1,2388,2,40,435925
2,3,2302,9,17,712929
2,2,3920,9,8,902455
4,2,1359,3,21,486642
4,3,2003,7,9,728889
4,3,1397,1,39,488277
2,2,1131,8,22,486282
3,2,2517,8,42,701747
5,3,1463,3,12,610825
3,2,641,5,23,385430
3,2,1198,4,12,439008
2,1,3932,7,47,809115
3,3,905,7,44,475931
1,1,1408,8,24,417093
4,1,3509,5,43,806047
1,3,1863,5,46,456663
5,1,1278,8,28,592138
4,2,3984,5,15,957592
3,1,1330,1,39,343358
5,3,3088,3,5,855951
4,2,2625,2,7,695685
3,2,1532,10,33,599255
1,2,1502,5,17,436212
4,2,732,8,42,477915
3,1,3366,9,31,831617
1,1,2698,9,48,629222
5,2,3265,1,9,821497
5,3,991,1,33,459015
5,2,3343,1,22,824302
5,1,3170,1,18,766817
2,2,1107,9,19,472023
4,1,2285,1,33,575944
4,2,3001,7,37,810013
2,3,3514,6,16,828633
3,2,3620,9,43,890114
3,3,2018,9,4,722226
5,3,1555,4,1,648260
1,2,695,9,40,346454
3,3,705,6,33,438025
1,3,1277,5,19,427965
4,1,3160,9,45,840750
1,1,3913,7,46,778826
4,3,1455,9,1,701739
2,2,2562,5,27,600459
2,3,1389,4,17,458067
5,2,1114,10,43,622955
3,1,3545,3,38,739104
5,2,1684,5,47,596823
4,3,1607,9,34,660504
5,3,1917,3,14,685271
1,3,3384,1,46,628673
4,3,2949,2,38,749751
2,3,3841,10,39,930349
3,2,3293,5,38,778222
4,3,3712,3,2,918584
4,1,2878,6,18,781001
1,3,2032,8,22,562805
3,2,3385,6,18,836505
2,3,3644,10,17,929808
4,3,896,9,29,578503
4,2,1054,6,38,488804
1,3,3728,5,18,772652
5,2,1541,4,4,630892
2,3,839,2,12,337408
3,1,2221,6,33,591158
4,3,3847,2,23,864670
4,2,3734,5,17,915415
2,1,3198,1,3,614295
5,2,2785,3,35,745587
4,3,1053,10,7,629735
2,1,1849,5,42,451202
1,2,3090,7,0,703634
5,1,3877,8,40,970364
3,1,2674,7,37,676140
4,2,3104,7,35,834287
2,1,1294,2,37,311629
1,2,1309,6,12,431037
3,1,2614,5,21,632624
2,1,1448,9,28,519194
2,1,1548,10,8,565697
3,3,706,4,26,397176
1,3,3091,7,45,687469
1,2,2324,8,43,577307
5,1,2683,6,3,815239
4,2,1196,3,39,471315
3,3,754,5,16,417652
3,3,3840,1,36,794182
3,3,1395,8,2,600399
1,3,871,2,3,319253
4,2,2170,10,39,756812
5,1,2043,7,15,706605
2,2,1807,9,10,591327
2,1,2234,1,26,472543
3,3,1860,4,25,568676
4,1,2538,7,30,710485
1,3,2132,9,33,607581
4,2,3628,2,7,844458
4,1,721,2,38,332120
1,2,2040,6,0,519264
3,3,1998,3,1,616461
4,2,3997,4,26,902357
2,3,2103,3,44,531769
1,3,749,1,42,214577
5,3,1306,6,2,660107
3,2,3642,2,33,773590
1,2,2215,2,15,479461
5,1,2113,7,0,738623
5,1,2800,5,6,783136
4,2,3688,8,34,924180
4,2,3198,2,21,762898
4,2,1444,10,47,648034
1,2,3873,8,31,832549
1,3,2927,7,25,681421
3,3,3069,10,5,877746
4,3,3640,8,45,933090
5,2,2576,3,10,745313
2,3,2435,8,30,689178
3,3,1403,6,20,567391
1,1,954,2,21,231351
3,1,2205,6,0,642876
3,3,977,5,20,486277
3,3,3795,3,44,818735
3,3,2727,1,19,661697
2,2,2180,7,8,608545
4,1,1587,2,26,489325
5,1,832,1,28,390166
3,1,753,1,42,259905
3,3,1506,7,32,582547
3,2,3702,1,44,723626
4,1,2220,9,0,758340
1,1,3018,6,2,669408
1,2,922,4,31,281469
2,3,931,4,19,379660
1,3,842,5,16,336373
3,1,1029,2,36,343444
3,1,1805,5,37,517607
3,2,3456,2,48,720775
2,1,2096,4,9,520318
3,2,3023,10,42,808258
1,1,680,5,44,240571
4,1,2173,6,28,635558
4,1,1019,6,41,455258
5,3,1066,9,45,637592
1,2,1680,4,31,418369
3,2,3993,5,12,891732
4,3,2600,6,30,755126
1,3,2165,4,3,525454
4,3,2118,6,48,677984
3,2,3937,2,17,832258
4,1,3898,7,10,942640
5,3,3476,3,41,885073
5,3,2635,10,17,909303
4,3,1403,4,40,537878
1,1,1677,9,36,469093
1,1,2232,5,32,471459
1,3,2584,9,36,660145
4,1,3625,10,2,961317
1,3,603,10,0,411525
3,1,3981,10,18,948587
5,2,2502,10,5,869515
3,2,1202,6,9,513368
1,1,3760,8,36,769670
3,2,2967,5,11,728512
1,2,1998,5,43,483189
4,2,1100,3,16,452107
3,3,2285,7,26,697836
4,1,3905,2,1,853709
4,1,3218,3,24,746783
2,1,784,2,45,227315
1,2,3203,8,43,698619
5,3,3851,4,27,967869
1,1,3747,10,44,779900
5,2,3540,8,36,948649
1,3,1895,8,36,551378
4,3,654,8,16,531017
3,1,2324,8,4,699674
3,1,3510,8,18,828993
2,2,2470,9,3,709584
5,1,676,2,38,403101
5,2,2943,9,48,876073
5,3,3890,8,42,1049860
4,3,3948,10,37,1035492
5,3,2201,1,44,638357
3,3,2271,5,43,621690
4,1,3393,2,29,764494
1,1,2334,10,31,580967
5,2,3937,5,36,980052
5,2,3547,8,26,987835
1,2,2690,9,31,645831
5,2,1984,9,41,758809
1,2,1851,1,10,402140
4,3,2874,7,40,838976
3,3,1686,8,12,634081
1,3,770,10,34,413761
2,2,3610,3,16,756935
1,3,3409,6,29,752440
5,3,3497,3,17,919118
4,3,2954,9,36,861870
4,3,2373,3,47,675918
1,1,3215,2,29,562589
3,2,3639,9,25,922692
2,2,2681,8,15,713016
4,1,1426,8,10,609368
5,3,2265,2,3,721999
5,3,729,6,40,539240
3,3,2017,5,14,613734
4,2,1774,2,11,572164
1,2,3302,5,26,683732
5,2,3277,4,47,829916
3,2,2007,9,3,700012
4,2,1640,1,34,481159
4,1,1193,6,20,491962
4,2,1637,7,35,609286
4,3,2728,6,1,802609
4,2,3878,5,38,906705
5,1,803,4,27,469061
3,3,2407,5,33,680204
4,1,2167,9,32,715399
2,3,622,5,49,325920
2,2,3261,10,7,856823
3,1,3833,8,7,920427
1,3,2233,7,41,569322
1,2,2791,4,49,554391
1,3,703,10,21,435116
2,1,2005,5,26,519058
1,1,2078,7,27,508273
5,1,2971,6,10,834032
4,1,1794,3,26,544714
2,2,1175,10,0,533966
3,3,2206,3,38,592650
3,2,873,2,27,343714
4,1,1051,3,26,416016
2,3,3528,10,7,899429
1,1,724,1,45,148940
1,2,2964,9,23,719840
5,2,2466,2,39,664354
5,2,2754,3,35,731916
1,3,2283,5,23,545087
3,3,1506,10,41,639028
3,1,1029,4,21,379324
5,3,3351,5,9,952719
4,3,3619,6,3,952390
1,2,961,5,7,340647
5,1,1395,10,38,656578
5,2,1031,1,14,480342
1,1,3322,6,7,690658
1,1,2143,9,28,572932
3,3,1458,3,41,461686
4,2,2029,2,38,548135
4,3,3661,6,34,921418
1,3,3823,3,40,728295
2,3,1945,4,47,513767
5,1,2230,6,13,741348
5,2,3885,6,31,975783
1,2,1175,2,6,311805
2,3,1688,3,43,469135
3,1,1492,9,32,555619
1,2,869,2,47,240981
1,2,2619,3,34,545563
5,3,1723,9,26,761352
1,1,3776,4,0,708125
1,3,3802,1,5,720337
1,2,3992,2,1,745724
5,1,1037,3,6,508160
3,3,1642,9,7,649844
3,2,2872,9,44,785208
1,3,2241,6,28,556323
5,3,3637,6,15,1009406
3,3,3107,3,28,751620
3,1,3041,5,30,691538
3,2,3897,4,21,857473
5,2,3559,10,9,1046631
5,2,1983,10,3,818119
1,2,2053,9,24,560826
4,1,614,9,12,490642
3,3,3207,1,16,723222
4,2,2274,8,39,723084
5,1,1603,9,7,705114
5,3,3061,5,22,858849
5,1,1978,4,6,642042
4,1,2080,10,31,696749
5,2,2345,4,23,734511
1,2,3646,2,0,687634
5,3,3867,9,46,1035644
2,3,2461,5,46,612975
4,2,714,3,35,387338
2,1,1975,6,26,528498
5,2,1575,9,5,704152
1,3,3746,9,41,828305
3,1,2285,5,30,612565
5,1,2683,8,11,830173
1,1,2889,4,25,552871
4,2,2286,5,24,696596
2,2,662,7,3,396311
2,3,3313,7,5,810986
2,1,1108,7,45,380452
4,1,787,8,12,507165
1,2,3382,5,24,687178
4,3,692,1,30,373939
2,3,604,9,21,447587
5,1,3837,9,34,986140
3,2,2672,7,20,747042
4,1,3155,6,14,792223
4,2,697,5,2,480363
1,3,1891,5,36,485072
1,1,3309,3,44,587738
4,1,2387,10,25,761221
2,1,1908,1,46,384695
3,3,1283,6,16,545393
1,1,1732,8,37,457135
2,3,626,2,49,275868
5,2,2381,8,34,795853
1,3,2702,8,40,681370
2,2,3804,10,7,937163
2,3,3723,8,10,916655
3,3,1380,10,23,623193
3,1,2945,3,42,636600
5,3,2214,10,7,857827
2,1,1641,8,29,502565
2,2,3465,4,0,750691
3,2,2393,3,33,591168
1,1,1454,9,19,475357
1,2,2242,8,35,579744
4,3,2532,10,33,820451
3,1,2626,2,33,584419
4,1,2587,8,12,784204
3,1,3206,3,5,720181
5,2,1869,10,35,755143
2,2,3150,6,24,743187
5,3,1712,5,26,670116
3,3,2850,8,46,769879
2,1,3593,9,30,799157
1,3,839,7,2,383923
1,2,1089,6,27,370777
4,3,1636,6,3,643211
3,2,3296,1,16,697641
3,3,1938,5,37,578669
1,2,2636,8,33,618289
5,2,1284,6,19,610057
2,3,3869,1,12,767056
5,3,2626,5,46,806587
5,2,2890,5,4,831020
1,1,3154,3,23,570379
1,3,3714,8,37,827662
1,2,2214,9,16,611231
4,3,2367,6,30,743005
5,3,1212,6,27,595090
3,3,761,2,0,411798
2,3,1255,10,1,568315
4,3,3606,2,32,834302
3,1,1220,6,39,448367
5,1,1856,8,28,694507
1,1,2758,2,3,528706
5,2,2551,9,17,848679
2,1,3581,9,23,824085
4,1,1855,4,31,557812
4,2,2575,4,8,701525
2,1,1349,4,46,351607
3,3,1308,5,15,525858
3,1,2920,8,20,774763
4,1,2221,2,29,592724
4,1,3454,5,2,854922
1,3,640,2,32,260460
3,3,1159,8,30,525607
2,3,1065,1,44,327089
3,3,1700,7,13,624846
1,2,2313,3,5,531922
4,3,1089,4,4,537265
4,3,716,8,28,520744
1,3,3081,3,36,629382
2,3,3690,7,35,861993
4,2,3641,1,20,818229
5,1,2194,9,11,791975
4,1,795,6,45,433808
5,3,1218,3,22,551717
1,3,2074,7,13,587581
1,3,3072,5,42,665577
4,1,1907,8,41,635782
3,1,633,8,9,435918
5,3,2942,9,26,938757
2,1,3654,6,40,766620
4,2,1874,4,1,600924
2,3,938,2,13,369273
4,3,3265,3,6,851120
3,2,779,5,16,405317
3,2,1221,8,19,524076
3,1,3899,10,7,961726
3,2,2256,2,19,566134
1,3,3266,5,35,696486
1,1,1242,9,4,452959
5,2,2670,2,12,743910
2,1,2280,8,38,581894
4,1,1950,3,37,552063
4,1,1777,8,16,658309
1,1,1218,4,5,320209
4,2,1769,4,18,570022
1,3,851,7,24,383476
5,3,901,5,2,557308
2,2,3741,4,40,748957
5,3,2166,7,27,789071
3,1,3764,3,25,784125
3,1,2810,9,46,742013
3,1,3752,5,7,821597
5,2,3734,3,14,929165
4,1,1211,2,0,470498
2,1,1671,7,39,469396
3,2,3092,7,22,795518
3,1,2543,5,35,610388
3,1,673,4,41,324266
2,3,3473,2,15,750312
3,2,2327,2,49,546384
2,1,1141,7,3,429707
3,1,756,10,7,502383
5,1,1889,7,35,677230
5,1,855,4,9,468923
2,3,3710,4,29,781879
5,3,3726,4,35,956621
2,3,1651,2,15,478600
5,3,1536,9,29,722229
5,2,2765,1,43,711778
2,1,3017,8,9,721121
4,3,2856,6,10,836763
5,1,3234,10,33,929835
3,2,3496,7,15,865293
4,1,2491,5,18,671263
2,1,2181,6,43,540756
4,3,915,6,3,540845
1,3,3091,9,48,716924
1,2,2375,10,43,640280
5,1,3930,4,30,927690
5,3,2570,5,47,778618
3,3,1821,4,34,546925
4,3,2322,1,33,637316
1,2,3275,10,25,788529
5,1,3092,6,38,819741
4,3,1169,5,5,575603
5,1,3229,4,32,815988
5,2,3252,6,46,856170
1,1,3388,5,26,661982
1,3,1507,3,11,417689
5,1,1248,2,44,480855
2,1,2240,6,7,581829
5,2,2952,4,8,805132
5,2,938,10,0,649208
3,1,1128,3,4,403816
3,1,2701,8,6,746343
3,1,1735,9,17,588532
2,2,3331,7,39,762174
2,2,2551,2,23,547394
5,1,1018,8,25,553397
3,2,2952,5,9,757520
2,3,2279,10,39,676219
1,2,684,7,43,312426
5,2,2899,5,47,789395
4,2,2351,2,11,628203
5,3,725,4,21,497933
4,3,3257,5,26,851639
3,3,2627,6,2,741981
4,1,2028,5,17,626035
3,1,2951,10,4,831521
1,3,3699,1,13,689147
4,1,3495,1,24,767709
5,1,1889,3,30,593949
3,1,3723,9,20,917620
5,3,3302,2,47,818061
2,2,1243,10,37,497511
3,3,3505,5,47,799118
4,3,3158,9,19,942521
3,1,2854,7,13,720404
5,1,1173,8,19,605756
1,2,3522,2,36,653643
3,2,3158,5,45,719294
4,2,2621,9,29,801979
2,2,2267,1,42,478056
1,3,2848,1,40,560733
2,2,3470,10,19,863924
3,3,1907,8,6,687842
5,1,3718,2,4,892904
5,2,3667,9,30,1011065
4,1,736,10,28,517609
5,1,729,9,14,558343
1,3,1818,4,24,469840
5,2,1617,2,12,600158
4,3,1031,3,43,451522
3,1,3740,10,23,935618
3,2,3187,1,14,689262
5,1,2982,3,23,762577
2,1,3173,5,25,687641
3,2,3205,3,18,729642
5,2,1508,3,23,559553
4,2,3687,10,18,977801
5,3,2613,6,41,801313
3,3,3157,3,16,756777
4,1,808,3,47,352683
5,2,3829,9,4,1069442
1,1,2584,2,3,513518
4,1,3912,1,21,796449
1,1,657,10,9,384915
2,1,2607,8,20,674378
4,1,3463,3,24,797484
1,2,3976,7,5,821903
3,3,1968,2,29,551403
3,2,1637,8,28,582546
2,2,1982,9,10,639902
4,2,976,8,10,564335
4,3,2890,8,47,846925
4,3,1592,8,45,637896
2,3,3816,7,26,891342
4,2,3538,2,18,796227
3,3,1014,8,21,525093
1,1,993,5,27,312174
3,3,1328,6,3,541623
3,2,957,4,36,404663
1,2,2199,1,18,448683
3,1,1781,5,16,525457
2,3,3321,3,49,695078
1,3,2665,9,39,684857
3,1,3375,4,35,727528
5,2,3208,10,22,975771
3,2,2191,2,49,518475
2,3,3729,4,27,806722
4,3,754,3,10,471020
3,3,2190,3,13,597063
4,3,2154,5,12,701559
5,3,1086,1,23,506074
3,2,2798,5,15,718770
1,2,1982,8,27,538842
4,2,3015,10,29,886933
5,2,1670,9,43,694403
1,1,2854,1,40,502196
1,2,3097,2,38,580130
1,1,2106,2,41,398277
1,2,2475,6,26,569384
3,3,1523,1,16,476352
3,3,3344,1,49,718717
3,3,3217,2,25,734341
5,1,2790,4,6,767964
5,2,3768,2,34,863966
5,2,1670,4,14,610915
2,1,790,3,15,303241
5,1,739,3,20,442834
3,1,1214,9,16,506766
3,1,3902,8,44,872600
2,1,3572,10,25,856844
2,3,2114,9,34,659460
5,2,3720,1,19,854605
4,1,1223,5,19,508351
2,3,1939,4,22,556323
1,1,1945,9,4,565092
3,3,686,3,8,391194
1,1,2517,5,22,523106
3,2,881,8,17,469833
3,1,3411,10,28,872914
2,1,1697,5,10,489729
2,2,1052,9,42,468876
1,2,646,2,47,219898
3,1,2211,6,7,625396
1,2,3767,5,26,735226
4,2,3585,9,1,991350
1,3,2678,7,22,662267
5,2,3181,8,20,920123
1,2,2664,7,9,660247
5,1,3883,10,37,1021544
5,1,2283,10,3,822244
5,3,1858,5,20,680700
4,1,991,5,36,431508
1,2,3654,4,42,710552
1,2,953,2,11,277534
4,2,904,9,47,546985
3,1,2222,10,45,655082
2,2,2173,10,13,688794
1,2,2163,10,19,600566
2,3,2212,10,46,660183
4,3,2548,3,7,730857
3,3,3156,3,26,749570
3,1,1311,3,36,393731
3,2,2018,8,40,616451
4,2,3332,6,20,871625
5,2,1385,1,47,478535
5,3,1456,3,34,576964
2,2,776,4,43,315879
5,2,2029,2,38,630663
5,2,2948,6,48,816037
3,2,3092,10,14,877399
3,2,3798,1,46,745099
2,1,2668,1,11,546559
1,2,3663,8,33,791139
2,1,1310,4,7,404847
2,2,3348,1,36,640692
4,1,2467,7,29,712949
4,2,751,9,2,548046
2,2,3831,10,29,913909
2,2,3506,7,28,785854
2,2,2066,1,0,472568
5,3,695,1,15,452167
4,2,1698,1,41,505984
2,1,3525,8,30,795902
3,3,1239,7,9,562853
3,3,1756,3,29,550409
5,2,3047,3,42,765927
5,1,3810,3,25,881933
1,1,2893,2,11,556171
1,3,3962,4,39,781139
1,1,711,7,4,341763
5,2,1793,9,8,770922
5,2,2222,3,10,685678
5,2,2233,10,46,791896
3,2,3911,7,22,903753
5,2,1761,4,16,644193
3,3,2217,1,42,530990
1,2,1859,5,12,490613
1,2,2271,8,16,576761
1,3,3441,3,22,711018
2,3,3674,10,38,922083
2,3,2194,4,8,607336
4,1,2763,3,17,706691
4,1,2095,10,17,723157
4,2,3802,8,29,962950
2,2,3581,10,41,848181
2,2,1824,8,43,535060
4,1,891,4,25,426064
4,2,2989,2,17,742485
5,2,1614,3,20,601396
4,1,2233,3,40,573664
5,3,1839,4,40,661131
3,1,2259,2,41,499609
2,2,1184,2,32,325849
4,1,2513,3,42,642062
2,3,2626,1,13,586089
2,3,2092,8,9,641391
2,3,626,6,27,383302
3,3,2300,3,13,619708
1,3,1054,1,18,286582
4,3,1517,3,25,558229
1,2,3227,1,9,607672
1,2,613,3,16,234400
1,1,2745,4,33,547543
2,2,878,6,13,388039
5,3,2563,7,25,850704
2,2,1089,7,49,428022
2,1,1584,9,33,516026
1,3,1560,8,18,514523
2,2,2382,4,23,559443
1,2,3271,6,30,690212
5,1,2854,1,39,673247
4,3,2487,8,5,818823
1,1,2469,6,19,533697
5,3,3904,2,38,925575
4,3,2196,8,44,735412
3,2,3244,4,33,738320
1,1,3342,9,21,745730
1,1,1862,4,6,446818
3,1,849,1,32,289033
3,3,2206,7,5,712843
1,1,1339,10,15,452385
3,3,905,5,7,479439
2,1,2406,10,44,645979
4,1,2536,5,22,674556
4,2,2425,4,17,704154
4,1,3907,6,13,918075
2,2,3962,1,49,723988
3,2,3710,3,35,771607
5,3,3645,7,14,1027122
3,1,3365,8,4,828671
1,1,782,9,45,337242
4,1,3292,1,47,700347
3,2,629,4,14,377835
5,1,2011,2,10,623678
1,3,1366,2,1,366821
2,3,3814,1,22,768944
2,1,1214,5,23,370840
5,2,1604,2,17,568695
1,3,2721,4,3,607968
4,3,3726,9,14,1012637
3,2,3609,3,11,786490
1,3,623,8,2,398261
2,2,3693,10,31,888410
5,3,3075,6,35,905035
5,2,1655,10,20,725243
3,3,3510,5,47,815399
5,1,2986,2,5,749905
5,3,2570,3,1,772128
1,3,2604,8,8,689215
4,1,2138,9,11,718646
3,1,3159,7,43,743318
1,1,3741,1,23,633001
4,1,1271,6,13,520849
1,2,3759,7,48,777429
1,2,3524,6,40,729501
5,3,1170,10,11,698939
4,3,1363,2,26,512273
3,3,1842,9,9,669634
3,2,1312,3,42,443798
4,3,3236,6,1,875002
5,3,1366,6,30,629934
2,2,2382,8,27,660913
1,3,1893,4,15,488641
5,2,3466,6,0,940724
4,2,2274,1,21,585956
1,1,2725,9,0,660909
3,1,2657,9,30,728235
2,2,2091,7,21,574951
3,2,1959,1,33,494329
4,1,1235,3,11,458323
1,3,1809,5,22,472916
4,3,3792,4,27,914737
1,3,3239,5,49,672408
5,2,3365,7,11,937810
2,1,3212,9,26,752920
5,3,2291,1,22,693286
5,1,1897,5,0,663323
4,1,3057,3,42,704764
2,2,957,3,1,381858
1,3,2270,2,43,477957
1,1,2745,6,30,600063
3,2,1606,6,1,577890
1,2,840,3,48,249213
4,2,3204,1,24,746312
5,3,3358,7,37,930162
5,3,2426,2,47,692756
5,2,3785,8,18,1012131
2,3,1864,3,27,502751
1,3,755,1,5,265739
4,1,951,10,38,517505
2,2,643,9,18,404953
3,2,3239,5,16,774174
4,3,3983,1,5,900993
4,2,737,10,14,573716
4,2,2567,6,21,738179
5,2,3083,10,40,932980
4,3,1353,3,33,525331
1,3,742,4,4,313324
4,3,3671,8,22,995209
5,1,2446,5,4,760424
4,2,3970,6,43,930791
3,1,2909,10,9,800942
3,3,3159,4,3,804754
5,1,3320,6,11,887515
1,2,661,3,46,203772
1,2,2190,10,9,616745
2,3,2046,1,29,489943
5,3,2019,6,49,709145
4,1,2619,1,23,637586
5,3,2678,10,4,955891
2,1,3596,3,12,698815
5,2,3449,8,35,971915
5,2,1792,7,8,709246
2,2,2913,8,17,756980
1,2,2955,10,34,733706
4,2,3106,10,30,880058
2,1,3856,2,23,729522
3,2,933,10,42,517802
1,1,3162,7,3,702297
3,2,3088,4,40,694324
1,1,3320,1,25,574672
4,1,3038,3,43,701534
4,1,2395,5,41,634740
5,3,3582,10,9,1057467
3,1,3207,8,40,765979
1,1,853,2,41,191238
4,2,2023,2,8,594780
2,1,3837,8,0,855941
4,1,3931,9,15,993103
2,3,1627,10,45,583313
1,2,2511,1,12,502505
4,3,2766,2,37,707320
4,3,1595,4,13,613093
1,3,1069,3,39,325458
4,1,2093,1,22,525617
2,3,3432,4,17,761542
4,3,2487,2,27,664846
3,2,2123,10,19,708370
5,2,1693,5,0,677383
2,2,1293,1,11,344182
3,2,3512,8,26,862779
1,3,3423,10,42,815761
2,2,1993,2,12,499041
5,1,2644,3,3,736008
5,3,780,3,24,482953
1,2,3676,4,5,735679
1,3,1820,7,44,519767
2,2,646,9,21,418458
4,3,1233,3,44,491904
1,2,1763,1,37,344874
4,1,2288,10,35,724562
3,2,2163,1,2,555222
5,3,2050,6,14,749339
4,3,1188,5,10,542738
5,1,2477,10,33,805194
4,3,2957,7,26,851328
3,1,2921,7,22,748707
1,3,2162,3,16,519788
3,3,1439,7,22,558200
1,1,2013,9,33,509019
1,3,3106,8,20,757074
5,3,1332,3,32,572953
3,1,3008,10,4,814369
4,2,1617,5,16,570634
3,1,3740,8,0,894068
5,3,3309,2,6,877376
1,2,3346,7,2,743038
5,2,2054,10,25,781420
2,2,3532,10,15,856306
2,1,1357,7,15,450830
4,2,3703,8,43,943315
5,2,2602,1,40,694716
4,2,1220,8,13,594568
4,3,2488,1,43,634311
2,1,781,3,25,298085
4,1,3333,9,26,882882
2,3,3328,4,47,703679
1,2,2895,10,16,713773
5,3,3267,9,43,979825
4,3,1920,1,3,591603
2,2,2399,8,16,652766
3,2,2677,3,32,626467
4,1,1925,7,29,611799
1,2,2099,2,20,461403
1,3,3520,7,16,779657
3,3,1547,7,10,602729
2,2,1975,9,29,617914
4,1,1584,2,17,491105
2,3,2964,8,19,787693
1,2,3384,5,33,696282
2,1,2020,10,40,586642
1,1,3760,9,27,795379
2,3,3905,8,8,941532
3,3,2815,3,43,678735
5,1,3390,3,30,815806
3,1,725,10,44,450881
3,1,3220,8,15,826195
5,2,719,9,30,556062
5,3,2051,2,28,657098
4,1,1608,3,12,521595
4,3,1813,8,22,706509
3,3,2051,2,13,572933
3,3,3207,8,38,855808
1,1,3873,5,1,771633
1,2,3730,6,11,794811
4,1,1296,10,27,604482
4,3,2870,4,31,774589
1,1,2115,3,48,425592
1,1,1634,8,23,469791
2,3,3440,9,36,830040
2,3,2135,8,28,661999
1,1,1413,9,41,445537
2,1,909,1,17,264708
5,1,1611,5,2,618612
4,1,3396,7,12,878059
4,2,1657,8,12,667913
1,1,1618,2,41,314512
3,2,3128,4,28,733435
1,3,3221,7,1,758526
2,2,1424,5,27,456028
3,3,2644,1,47,613921
2,2,1716,2,3,443485
5,3,1227,5,4,602856
2,1,1756,6,38,490447
5,2,3491,1,40,817110
5,2,1588,3,4,622655
2,3,3066,6,7,773159
2,3,2091,6,33,591766
5,2,2428,7,24,780640
3,3,2677,10,26,797729
5,1,2592,3,6,738691
4,2,2945,1,35,672415
5,1,1684,7,31,624990
3,2,3105,3,20,704109
4,1,2951,5,46,732287
1,2,3605,4,17,702814
1,3,939,1,1,281631
3,2,3095,7,45,756333
5,1,2459,4,41,693822
2,2,1925,1,4,469957
3,1,3528,6,43,784185
4,1,3187,4,41,746315
4,1,3132,4,49,745431
1,3,676,2,37,257889
4,2,2256,1,27,578642
3,1,3162,3,30,696689
4,3,2172,10,43,764328
3,1,3591,5,23,782555
2,2,3306,9,32,788538
1,3,691,7,38,362790
4,1,2474,4,11,681469
3,1,1065,8,38,467322
5,1,3113,4,8,835889
1,2,3711,6,14,775516
2,3,3337,1,22,690503
3,3,1952,6,43,617526
2,3,1908,10,44,615701
2,1,1546,5,21,422086
4,3,1153,2,35,482099
4,1,3737,1,9,794166
3,2,2640,6,27,697288
5,3,2756,2,34,765924
3,1,691,9,28,427875
5,3,1602,9,4,765447
2,3,967,1,3,333802
1,2,1419,5,14,415163
3,3,1022,8,29,539022
3,2,1171,4,25,442305
5,3,3509,3,22,917655
2,3,1863,5,38,530224
2,3,1034,5,28,423465
5,3,2859,8,21,897232
2,3,2023,6,34,596154
4,3,2233,2,47,615829
1,2,3173,1,46,571922
3,2,2353,3,17,624934
1,1,1067,2,34,246957
3,3,1793,4,45,527320
4,2,2442,3,32,635559
2,3,1391,9,6,558476
5,3,3522,5,33,951098
4,2,2857,4,9,744245
1,3,2903,10,23,765314
5,2,2306,9,24,804665
2,2,672,4,47,306505
4,1,746,6,43,424190
5,1,916,10,26,590278
4,1,1205,1,49,365793
4,1,1174,2,5,434686
2,3,1777,4,48,473689
3,3,3926,9,7,1014530
5,1,3194,6,20,841997
2,2,3482,6,40,744330
4,2,911,9,18,554319
2,2,3455,4,33,722227
3,2,1364,3,38,451199
5,3,2781,7,42,849512
3,2,3595,7,22,853849
1,2,3800,9,12,860879
5,1,1035,6,41,522560
3,2,3951,2,46,813888
4,3,957,6,38,509176
5,2,3577,8,27,984970
5,2,3530,6,5,969441
2,3,2899,9,11,776928
4,1,734,4,2,399483
1,3,1122,3,47,340789
3,1,1403,5,19,455420
2,2,3307,3,40,661128
3,1,2966,2,41,639479
1,1,679,2,44,171856
1,1,3862,4,7,733579
5,2,2076,3,25,650341
1,1,3701,9,37,771774
3,1,3061,7,27,765823
4,2,2640,6,34,746525
4,3,967,10,43,605309
5,3,1606,8,40,694615
3,3,1592,9,40,634454
3,2,1195,3,42,399857
1,2,2496,10,37,644239
3,3,3665,7,1,942168
2,1,3348,9,6,812088
1,3,1644,1,40,366593
2,2,3196,10,24,831552
5,1,2893,9,49,862422
4,1,2930,7,31,790893
5,2,3261,10,11,979404
4,1,3578,4,10,832802
5,3,3453,6,9,967979
3,2,2879,6,34,731350
2,2,2963,6,43,683263
4,2,3485,2,3,801803
1,2,2423,5,41,532348
2,1,2611,7,1,673727
1,2,2599,6,43,587467
2,2,1010,3,27,339691
2,1,2892,5,42,623184
5,2,986,8,45,558021
4,1,3336,5,46,796931
4,1,2348,10,13,771306
2,2,3005,3,43,639243
3,3,1621,9,28,654815
3,2,3261,3,1,760028
1,3,3445,2,33,653556
1,1,2669,6,32,557869
5,3,618,8,19,570141
2,2,3958,6,46,841716
1,2,875,1,29,238275
1,3,1258,8,41,457597
2,2,3545,1,25,683651
5,3,1151,9,19,672111
1,1,1278,8,0,436426
5,3,1202,6,0,626684
4,3,3743,2,24,883891
5,3,964,9,32,650517
